Rank,Release Group,Worldwide,Domestic,%,Foreign,%
36,Save the Last Dance,"$131,706,809","$91,057,006",69.1%,"$40,649,803",30.9%
37,A Knight's Tale,"$117,487,473","$56,569,702",48.1%,"$60,917,771",51.9%
38,The Score,"$113,579,918","$71,107,711",62.6%,"$42,472,207",37.4%
39,Along Came a Spider,"$105,178,561","$74,078,174",70.4%,"$31,100,387",29.6%
40,Training Day,"$104,876,233","$76,631,907",73.1%,"$28,244,326",26.9%
41,Jimmy Neutron: Boy Genius,"$102,992,536","$80,936,232",78.6%,"$22,056,304",21.4%
42,Don't Say a Word,"$100,020,092","$55,001,642",55%,"$45,018,450",45%
43,Evolution,"$98,376,292","$38,345,494",39%,"$60,030,798",61%
44,I Am Sam,"$97,818,139","$40,311,852",41.2%,"$57,506,287",58.8%
45,Enemy at the Gates,"$96,976,270","$51,401,758",53%,"$45,574,512",47%
46,The Wedding Planner,"$94,728,529","$60,400,856",63.8%,"$34,327,673",36.2%
47,Behind Enemy Lines,"$91,753,202","$58,856,790",64.1%,"$32,896,412",35.9%
48,Gosford Park,"$87,754,044","$41,308,615",47.1%,"$46,445,429",52.9%
49,Ali,"$87,713,825","$58,203,105",66.4%,"$29,510,720",33.6%
50,Rat Race,"$85,498,534","$56,618,055",66.2%,"$28,880,479",33.8%
51,Final Fantasy: The Spirits Within,"$85,131,830","$32,131,830",37.7%,"$53,000,000",62.3%
52,The Animal,"$84,772,742","$57,743,062",68.1%,"$27,029,680",31.9%
53,Blow,"$83,282,296","$52,990,775",63.6%,"$30,291,521",36.4%
54,Exit Wounds,"$79,958,599","$51,758,599",64.7%,"$28,200,000",35.3%
55,Serendipity,"$77,516,304","$50,294,317",64.9%,"$27,221,987",35.1%
56,Kate & Leopold,"$76,019,048","$47,121,859",62%,"$28,897,189",38%
57,Manitou's Shoe,"$75,482,094",-,-,"$75,482,094",100%
58,From Hell,"$74,558,115","$31,602,566",42.4%,"$42,955,549",57.6%
59,The One,"$72,689,126","$43,905,746",60.4%,"$28,783,380",39.6%
60,The Royal Tenenbaums,"$71,441,250","$52,364,010",73.3%,"$19,077,240",26.7%
61,Down to Earth,"$71,186,502","$64,186,502",90.2%,"$7,000,000",9.8%
62,Brotherhood of the Wolf,"$70,752,904","$11,260,096",15.9%,"$59,492,808",84.1%
63,Thir13en Ghosts,"$68,467,960","$41,867,960",61.1%,"$26,600,000",38.9%
64,Pokémon 3 the Movie: Spell of the Unown,"$68,411,275","$17,052,128",24.9%,"$51,359,147",75.1%
65,Bandits,"$67,631,903","$41,575,141",61.5%,"$26,056,762",38.5%
66,Not Another Teen Movie,"$66,468,332","$38,252,284",57.5%,"$28,216,048",42.5%
67,Sweet November,"$65,754,228","$25,288,103",38.5%,"$40,466,125",61.5%
68,K-PAX,"$65,001,485","$50,338,485",77.4%,"$14,663,000",22.6%
69,Kiss of the Dragon,"$64,437,847","$36,845,124",57.2%,"$27,592,723",42.8%
70,Captain Corelli's Mandolin,"$62,112,895","$25,543,895",41.1%,"$36,569,000",58.9%
71,Zoolander,"$60,780,981","$45,172,250",74.3%,"$15,608,731",25.7%
72,The Crimson Rivers,"$60,094,966","$594,966",1%,"$59,500,000",99%
73,Jeepers Creepers,"$59,217,789","$37,904,175",64%,"$21,313,614",36%
74,Heartbreakers,"$57,756,408","$40,336,607",69.8%,"$17,419,801",30.2%
75,15 Minutes,"$56,359,980","$24,403,552",43.3%,"$31,956,428",56.7%
76,Driven,"$54,744,738","$32,720,065",59.8%,"$22,024,673",40.2%
77,Domestic Disturbance,"$54,249,294","$45,246,095",83.4%,"$9,003,199",16.6%
78,The Closet,"$50,104,745","$6,678,894",13.3%,"$43,425,851",86.7%
79,Monster's Ball,"$44,909,486","$31,273,922",69.6%,"$13,635,564",30.4%
80,Recess: School's Out,"$44,460,850","$36,706,141",82.6%,"$7,754,709",17.4%
81,Hardball,"$44,102,389","$40,222,729",91.2%,"$3,879,660",8.8%
82,In the Bedroom,"$43,368,779","$35,930,604",82.8%,"$7,438,175",17.2%
83,See Spot Run,"$43,057,552","$33,357,476",77.5%,"$9,700,076",22.5%
84,Shaolin Soccer,"$42,776,760","$489,600",1.1%,"$42,287,160",98.9%
85,Black Knight,"$39,976,235","$33,426,971",83.6%,"$6,549,264",16.4%
86,Memento,"$39,723,096","$25,544,867",64.3%,"$14,178,229",35.7%
87,Crocodile Dundee in Los Angeles,"$39,438,674","$25,635,682",65%,"$13,802,992",35%
88,Haunted Castle,"$39,093,166","$13,651,656",34.9%,"$25,441,510",65.1%
89,Someone Like You,"$38,689,940","$27,343,067",70.7%,"$11,346,873",29.3%
90,What's the Worst That Could Happen?,"$38,464,131","$32,269,834",83.9%,"$6,194,297",16.1%
91,The Majestic,"$37,317,558","$27,807,266",74.5%,"$9,510,292",25.5%
92,Valentine,"$36,684,136","$20,384,136",55.6%,"$16,300,000",44.4%
93,Joy Ride,"$36,642,838","$21,974,919",60%,"$14,667,919",40%
94,Riding in Cars with Boys,"$35,743,308","$30,165,536",84.4%,"$5,577,772",15.6%
95,Original Sin,"$35,402,320","$16,534,221",46.7%,"$18,868,099",53.3%
96,Jay and Silent Bob Strike Back,"$33,788,161","$30,085,147",89%,"$3,703,014",11%
97,And Your Mother Too,"$33,616,692","$13,839,658",41.2%,"$19,777,034",58.8%
98,The Musketeer,"$32,533,802","$27,073,640",83.2%,"$5,460,162",16.8%
99,Double Take,"$31,603,059","$29,831,583",94.4%,"$1,771,476",5.6%
100,How High,"$31,283,740","$31,178,740",99.7%,"$105,000",0.3%
101,Beauty and the Beast 2000 IMAX Release,"$31,033,346","$25,487,190",82.1%,"$5,546,156",17.9%
102,Joe Dirt,"$30,987,695","$27,087,695",87.4%,"$3,900,000",12.6%
103,Hearts in Atlantis,"$30,919,415","$24,185,781",78.2%,"$6,733,634",21.8%
104,Monsoon Wedding,"$30,787,356","$13,885,966",45.1%,"$16,901,390",54.9%
105,Angel Eyes,"$29,715,606","$24,174,218",81.4%,"$5,541,388",18.6%
106,The Pledge,"$29,419,291","$19,733,089",67.1%,"$9,686,202",32.9%
107,Baby Boy,"$29,381,649","$28,734,552",97.8%,"$647,097",2.2%
108,Heist,"$28,510,652","$23,510,841",82.5%,"$4,999,811",17.5%
109,The Tailor of Panama,"$28,008,462","$13,729,742",49%,"$14,278,720",51%
110,The Brothers,"$27,958,191","$27,457,409",98.2%,"$500,782",1.8%
111,The Last Castle,"$27,642,707","$18,244,060",66%,"$9,398,647",34%
112,Saving Silverman,"$26,086,706","$19,402,030",74.4%,"$6,684,676",25.6%
113,Corky Romano,"$25,272,752","$23,980,304",94.9%,"$1,292,448",5.1%
114,The Shipping News,"$24,690,441","$11,434,216",46.3%,"$13,256,225",53.7%
115,Joe Somebody,"$24,516,772","$22,771,646",92.9%,"$1,745,126",7.1%
116,Nowhere in Africa,"$24,322,180","$6,180,200",25.4%,"$18,141,980",74.6%
117,Tanguy,"$24,272,365",-,-,"$24,272,365",100%
118,Life as a House,"$23,903,791","$15,667,270",65.5%,"$8,236,521",34.5%
119,The Glass House,"$23,619,609","$18,150,259",76.8%,"$5,469,350",23.2%
120,Tomcats,"$23,430,766","$13,558,739",57.9%,"$9,872,027",42.1%
121,Kingdom Come,"$23,396,049","$23,249,649",99.4%,"$146,400",0.6%
122,Two Can Play That Game,"$22,391,450","$22,235,901",99.3%,"$155,549",0.7%
123,Winged Migration,"$21,493,351","$924,651",4.3%,"$20,568,700",95.7%
124,Amores Perros,"$20,908,467","$5,408,467",25.9%,"$15,500,000",74.1%
125,Mulholland Drive,"$20,117,339","$7,220,243",35.9%,"$12,897,096",64.1%
126,Himalaya 2001 Re-release,"$19,960,881","$2,487,878",12.5%,"$17,473,003",87.5%
127,Crazy/Beautiful,"$19,937,988","$16,937,988",85%,"$3,000,000",15%
128,Get Over It,"$19,900,366","$11,576,464",58.2%,"$8,323,902",41.8%
129,Summer Catch,"$19,772,447","$19,753,553",99.9%,"$18,894",<0.1%
130,Shackleton's Antarctic Adventure,"$19,613,216","$15,553,324",79.3%,"$4,059,892",20.7%
131,Rock Star,"$19,334,145","$17,008,282",88%,"$2,325,863",12%
132,O,"$19,260,537","$16,025,437",83.2%,"$3,235,100",16.8%
133,The Man Who Wasn't There,"$18,916,623","$7,504,257",39.7%,"$11,412,366",60.3%
134,The Curse of the Jade Scorpion,"$18,914,307","$7,517,191",39.7%,"$11,397,116",60.3%
135,3000 Miles to Graceland,"$18,720,175","$15,749,959",84.1%,"$2,970,216",15.9%
136,Max Keeble's Big Move,"$18,634,654","$17,294,293",92.8%,"$1,340,361",7.2%
137,"Godzilla, Mothra and King Ghidorah: Giant Monsters All-Out Attack","$18,623,382",-,-,"$18,623,382",100%
138,Antitrust,"$18,195,610","$11,328,094",62.3%,"$6,867,516",37.7%
139,Jason X,"$16,951,798","$13,121,555",77.4%,"$3,830,243",22.6%
140,Sugar & Spice,"$16,908,947","$13,305,101",78.7%,"$3,603,846",21.3%
141,Just Visiting,"$16,176,732","$4,781,539",29.6%,"$11,395,193",70.4%
142,Iris,"$16,153,953","$5,594,617",34.6%,"$10,559,336",65.4%
143,Lantana,"$15,747,450","$4,623,189",29.4%,"$11,124,261",70.6%
144,Enigma 2001 Re-release,"$15,705,007","$4,301,582",27.4%,"$11,403,425",72.6%
145,With a Friend Like Harry...,"$15,472,186","$3,830,441",24.8%,"$11,641,745",75.2%
146,Brother,"$15,250,594","$450,594",3%,"$14,800,000",97%
147,Josie and the Pussycats,"$14,866,015","$14,271,015",96%,"$595,000",4%
148,Out Cold,"$14,782,676","$13,906,394",94.1%,"$876,282",5.9%
149,Iron Monkey,"$14,694,904","$14,694,904",100%,-,-
150,Together,"$14,572,229","$1,034,829",7.1%,"$13,537,400",92.9%
151,Freddy Got Fingered,"$14,333,252","$14,254,993",99.5%,"$78,259",0.5%
152,Osmosis Jones,"$14,026,418","$13,596,911",96.9%,"$429,507",3.1%
153,Ghosts of Mars,"$14,010,832","$8,709,640",62.2%,"$5,301,192",37.8%
154,American Outlaws,"$13,678,913","$13,342,790",97.5%,"$336,123",2.5%
155,One Night at McCool's,"$13,473,370","$6,290,673",46.7%,"$7,182,697",53.3%
156,Vidocq,"$13,240,767",-,-,"$13,240,767",100%
157,Head Over Heels,"$13,127,022","$10,424,470",79.4%,"$2,702,552",20.6%
158,Formula 51,"$12,881,605","$5,204,007",40.4%,"$7,677,598",59.6%
159,The Girl from Paris,"$12,812,396","$183,266",1.4%,"$12,629,130",98.6%
160,Apocalypse Now Redux,"$12,543,269","$4,626,290",36.9%,"$7,916,979",63.1%
161,Say It Isn't So,"$12,320,393","$5,520,393",44.8%,"$6,800,000",55.2%
162,The Son's Room,"$11,767,402","$1,016,340",8.6%,"$10,751,062",91.4%
163,Les rois mages,"$11,702,020",-,-,"$11,702,020",100%
164,The Experiment,"$11,455,141",-,-,"$11,455,141",100%
165,Kabhi Khushi Kabhie Gham...,"$11,329,690","$2,902,000",25.6%,"$8,427,690",74.4%
166,The Little Polar Bear,"$11,243,547",-,-,"$11,243,547",100%
167,Inuyasha the Movie: Affections Touching Across Time,"$10,539,779",-,-,"$10,539,779",100%
168,Town & Country,"$10,372,291","$6,719,973",64.8%,"$3,652,318",35.2%
169,Wasabi,"$10,366,360","$97,220",0.9%,"$10,269,140",99.1%
170,The Wash,"$10,229,331","$10,097,538",98.7%,"$131,793",1.3%
171,Sexy Beast,"$10,045,677","$6,946,056",69.1%,"$3,099,621",30.9%
172,Girls on Top,"$10,038,662",-,-,"$10,038,662",100%
173,The Deep End,"$10,031,529","$8,823,109",88%,"$1,208,420",12%
174,Mad Love,"$9,306,362","$280,046",3%,"$9,026,316",97%
175,Kandahar,"$8,914,751","$1,418,314",15.9%,"$7,496,437",84.1%
176,Son of the Bride,"$8,772,695","$624,757",7.1%,"$8,147,938",92.9%
177,Ghost World,"$8,764,007","$6,217,849",70.9%,"$2,546,158",29.1%
178,The Forsaken,"$8,704,851","$7,288,451",83.7%,"$1,416,400",16.3%
179,Tini: The New Life of Violetta,"$8,678,476",-,-,"$8,678,476",100%
180,The Prince and the Pirate,"$8,579,972",-,-,"$8,579,972",100%
181,Bones,"$8,378,853","$7,316,658",87.3%,"$1,062,195",12.7%
182,Merry Christmas,"$8,228,560",-,-,"$8,228,560",100%
183,The Hole,"$7,644,361",-,-,"$7,644,361",100%
184,Sex and Lucía,"$7,640,680","$1,594,779",20.9%,"$6,045,901",79.1%
185,Monkeybone,"$7,622,365","$5,411,999",71%,"$2,210,366",29%
186,Mean Machine,"$7,310,206","$92,770",1.3%,"$7,217,436",98.7%
187,The Slurb,"$6,854,681",-,-,"$6,854,681",100%
188,China: The Panda Adventure,"$6,784,985","$3,921,642",57.8%,"$2,863,343",42.2%
189,The Road Home,"$6,780,490","$1,280,490",18.9%,"$5,500,000",81.1%
190,The Piano Teacher,"$6,749,315","$1,012,069",15%,"$5,737,246",85%
191,Under the Sand,"$6,531,687","$1,452,698",22.2%,"$5,078,989",77.8%
192,The Devil's Backbone,"$6,459,020","$755,249",11.7%,"$5,703,771",88.3%
193,Megiddo: The Omega Code 2,"$6,047,691","$6,047,691",100%,-,-
194,Chaos,"$6,042,938",-,-,"$6,042,938",100%
195,Tom Thumb,"$5,867,304",-,-,"$5,867,304",100%
196,The Golden Bowl,"$5,753,678","$3,050,532",53%,"$2,703,146",47%
197,A Fish Tale,"$5,595,327","$563,911",10.1%,"$5,031,416",89.9%
198,Made,"$5,480,653","$5,313,300",96.9%,"$167,353",3.1%
199,Read My Lips,"$5,393,526","$1,471,911",27.3%,"$3,921,615",72.7%
200,Charlotte Gray,"$5,323,109","$741,394",13.9%,"$4,581,715",86.1%
